cost:defaultUsageScenario;response time:defaultUsageScenario;POFOD:defaultUsageScenario;ContinuousProcessingRateDegreeImpl:Server1:CPU;ContinuousProcessingRateDegreeImpl:server2:CPU;ContinuousProcessingRateDegreeImpl:Server3:CPU;AssembledComponentDegreeImpl:Assembly_BookingSystem;AllocationDegreeImpl:Allocation_Assembly_C1 <C1> <C1>;AllocationDegreeImpl:Allocation_Assembly_C2 <C2> <C2>;AllocationDegreeImpl:Allocation_Assembly_C3 <C3> <C3>;CapacityDegreeImpl:semaphore;Util of Server1 CPU;Util of server2 CPU;Util of Server3 CPU;Util of aName LAN;Candidate ID;
2856.590781738263;11.909;7.889181420738245E-4;2.5331621359331145;6.581807423210222;5.947554168246543;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.834477;0.0;0.474377;0.015;2449;
3126.7644185279914;2.4354;0.0013195040876922137;6.257062172371424;5.939135723624789;5.163310088920007;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.278086;0.336749;0.232409;0.027;2450;
1633.512278850562;2.4354;0.0013324976881737838;5.491521602335427;3.2416473077326673;2.9280654925860103;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.278086;0.336749;0.232409;0.027;2451;
923.5675906490455;2.4354;8.103305657850557E-4;2.9970275685953993;5.127454079797889;4.152789683904202;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.278086;0.336749;0.232409;0.027;2452;
1929.8455466906275;2.4354;0.0013235375833225982;5.325103565256644;3.862930576955836;5.3189155578500475;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.278086;0.336749;0.232409;0.027;2453;
Infinity;Infinity;Infinity;4.592556946065324;2.1805173897280694;5.221381446473611;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2454;
Infinity;Infinity;Infinity;2.9678473578117313;7.208943952589591;2.613158677536029;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;2455;
1586.3872542402426;4.01404;9.91536536691262E-4;5.505257708532488;5.104886881788691;5.130669827817378;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.0;0.575919;0.389813;0.015;2456;
1675.8529930635927;4.01404;9.96560658014456E-4;5.775393746010022;3.950077105952209;2.074278901197749;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.0;0.575919;0.389813;0.015;2457;
2241.7677580949385;4.01404;5.864626703397935E-4;6.6049742229640955;2.7604926713883433;5.133036575484773;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.0;0.575919;0.389813;0.015;2458;
1450.364169589345;6.30484;0.0011286484188849366;5.221912967780095;4.623879569197124;3.049483539689951;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.383001;0.376307;0.655849;0.027;2459;
1769.5934401177017;6.30484;9.942944474918836E-4;5.537230539392474;3.2128269665806704;5.9686363640243645;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.383001;0.376307;0.655849;0.027;2460;
1383.2131000812465;6.30484;0.0011299041414337685;4.283041172580582;3.2051715679032338;5.177921400086351;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.383001;0.376307;0.655849;0.027;2461;
1523.4086398557085;30.9171;3.8740479602794586E-4;6.111171763536332;6.03212101597703;5.9862555916016325;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.939263;0.0;0.0;0.0;2462;
1503.3384122277519;30.9171;0.0011255194390671353;5.339107207735715;4.3648884174225255;4.030978917475396;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.939263;0.0;0.0;0.0;2463;
2769.3633179862754;30.9171;0.0013528938695819281;1.8953504804218302;6.77415602310171;2.797800516258836;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.939263;0.0;0.0;0.0;2464;
923.4621648820644;30.9171;8.087062766853892E-4;3.2453341956209862;3.2007565147808235;4.093987252661415;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.939263;0.0;0.0;0.0;2465;
2008.8869264382292;7.08844;0.0010340620069794193;4.9644912981433205;6.239127764463652;1.8340552142830284;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.75335;0.320558;0.0;0.024;2466;
1043.2402821905698;7.08844;0.0010223788172092352;2.2219589473687535;2.2842987296839117;3.783620988783982;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.75335;0.320558;0.0;0.024;2467;
1060.414252208123;7.08844;3.846554818328629E-4;6.310876953876949;6.396901719875148;5.3615022832202115;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.75335;0.320558;0.0;0.024;2468;
2258.331673697281;7.08844;0.001126085777519048;5.947641539144701;2.5984531597229887;5.75691695737113;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.75335;0.320558;0.0;0.024;2469;
4471.890019818446;5.90687;0.0013364558217642264;2.5664167623415697;7.611710758920362;3.1383802917020516;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.467578;0.228595;0.637271;0.027;2470;
1488.0223306532987;5.90687;0.0012431836705794064;2.867977881832106;4.996847104262272;5.524570855678911;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.467578;0.228595;0.637271;0.027;2471;
1608.891958926768;5.90687;9.948234599890249E-4;4.942465702449855;3.152502286110935;5.733193683939683;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.467578;0.228595;0.637271;0.027;2472;
2106.743733444143;5.90687;0.0013370056944747022;6.0495166794336255;4.6198185705681505;1.6452427555757534;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.467578;0.228595;0.637271;0.027;2473;
1124.6488075461114;14.616;0.0010137595339492211;4.233657421867855;4.514232704130213;2.154186391886184;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.755848;0.0;0.80773;0.015;2474;
2032.060289984128;14.616;0.0011359856928252476;3.6115682257069777;6.308015342164483;2.7876112309773564;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.755848;0.0;0.80773;0.015;2475;
955.2981361127795;14.616;5.84573363591856E-4;2.7862799760430894;4.019458179759809;3.335068719344359;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.755848;0.0;0.80773;0.015;2476;
Infinity;Infinity;Infinity;5.0353587920352645;6.1292142542791375;2.4079056895657263;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;2477;
Infinity;Infinity;Infinity;5.221759408738796;5.1465210678013795;2.572186247662498;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;2478;
2367.114158846318;2.8365;0.001322598659513785;5.62959652161497;4.004554571483211;5.845532728626694;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.309081;0.299659;0.342142;0.027;2479;
906.2342271744558;2.8365;5.872558459564248E-4;6.630380592235248;3.0724060988844313;3.229909447821968;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.309081;0.299659;0.342142;0.027;2480;
1867.1072628036695;2.8365;0.0010317424690704513;6.08035321320651;4.959647941452141;3.9300886141209768;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.309081;0.299659;0.342142;0.027;2481;
1277.9082536242925;6.16502;0.0013381791697740786;3.5010432291408384;2.4254919867819194;4.067232084605687;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.571258;0.494745;0.427809;0.027;2482;
1066.7704903709036;6.16502;0.0010516212671636271;2.2559561628742304;4.967199734095246;1.5285930042136389;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.571258;0.494745;0.427809;0.027;2483;
1154.2608966668204;6.16502;0.00104824760483202;2.5520192689251564;5.224342521933882;3.8792574439280045;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.571258;0.494745;0.427809;0.027;2484;
1207.2569807899026;6.16502;0.0011420277838400938;2.60144293544815;4.9232424207365835;2.5958609066711933;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.571258;0.494745;0.427809;0.027;2485;
1502.205062095867;7.82752;0.0010369215953288657;5.884264834626347;2.9302740533234877;5.252922605412475;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.635593;0.68253;0.0;0.024;2486;
3048.6355064091626;7.82752;9.901329665430447E-4;2.2862349638377246;6.915629920803846;4.919616081209509;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.635593;0.68253;0.0;0.024;2487;
1044.951764175023;7.82752;0.0010249811471949588;2.261382491018135;4.901186789261535;2.5257666443216493;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.635593;0.68253;0.0;0.024;2488;
5449.209023030671;7.82752;0.0012309203772908894;4.968325072081049;7.917005644809075;1.5777170728870915;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.635593;0.68253;0.0;0.024;2489;
Infinity;Infinity;Infinity;3.1638572431835206;5.695614425635341;2.123418063959458;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;2490;
1613.424168724393;10.2204;0.0010090111456999562;5.759869600508948;4.220332251140123;2.191839923801801;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.555568;0.0;0.793854;0.015;2491;
2999.3907347800473;10.2204;8.032983709240771E-4;6.808264970098853;7.122411705281436;2.06107604011396;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.555568;0.0;0.793854;0.015;2492;
1405.3329048097823;10.2204;7.999506925604472E-4;4.430425926095118;7.402145917311849;5.551819402229931;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.555568;0.0;0.793854;0.015;2493;
1674.2558295809342;6.93971;7.967091602913978E-4;3.2625869016325675;6.105013890556848;3.064460707047931;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.0;0.612611;0.652643;0.015;2494;
1274.8903592462302;6.93971;0.0010096379488576668;2.83558008320112;2.3085129428460824;4.972302514056976;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.0;0.612611;0.652643;0.015;2495;
1277.3014756318792;6.93971;0.0010414507595586375;4.8010482126549245;5.5146214940530305;2.2320855697853204;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.0;0.612611;0.652643;0.015;2496;
1143.089264257686;6.93971;9.97107491595317E-4;1.9143334729338144;3.3228073320722427;4.244317681677769;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.0;0.612611;0.652643;0.015;2497;
Infinity;Infinity;Infinity;2.4668450710462935;2.9929434724013473;3.748275765583192;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;2498;
1482.0098852623457;4.99954;0.0011268323459471263;5.411616756443901;3.4761991771844185;4.249383255127301;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.369575;0.500547;0.470657;0.027;2499;
1459.0475923446304;4.99954;0.0010037134888386534;5.457656573351839;5.888526887277164;3.0471149620722775;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.369575;0.500547;0.470657;0.027;2500;
3311.1380459089323;4.99954;7.932915480916014E-4;5.568939422145791;7.040486267222254;3.8738488047816646;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.369575;0.500547;0.470657;0.027;2501;
4503.136185727962;4.99954;7.885155780343878E-4;4.7901888876227705;7.5470501481207055;5.744583565421896;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.369575;0.500547;0.470657;0.027;2502;
Infinity;Infinity;Infinity;5.666725755708099;7.152032463282328;3.2719894836629693;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;2503;
2146.407925090649;3.66806;0.001122416013995431;5.551258772859203;4.411798834480871;5.802778906296276;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.313442;0.45333;0.344662;0.027;2504;
1124.8217492042772;3.66806;0.0010080177955733571;4.166604646174029;5.177564276451923;2.98198985417468;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.313442;0.45333;0.344662;0.027;2505;
890.4105949195068;3.66806;8.110167141616165E-4;2.6739713749859257;3.845155083884883;5.902804673560297;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.313442;0.45333;0.344662;0.027;2506;
Infinity;Infinity;Infinity;5.100638012101719;5.627090594858776;2.094690281330353;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2507;
Infinity;Infinity;Infinity;6.1452495768031214;3.0150701359353675;3.725892236370059;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2508;
Infinity;Infinity;Infinity;3.931886847434868;5.252540658097068;1.9742481312891225;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;2509;
1063.698887795128;36.992;0.0010037975957422063;3.7265022586049703;2.412978791218368;3.4012740869067963;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.0;0.7211;0.940824;0.015;2510;
1060.2724294866334;36.992;0.0012504321494684056;2.695292828008358;2.2877413163503544;3.228621514298512;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server3 (ID: _vxqJwS6QEd-pNfzbJsur0g);1;0.0;0.7211;0.940824;0.015;2511;
1598.9688722518695;36.992;7.973278431850916E-4;5.991316977195205;3.536452082170266;3.3303934504849497;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;0.0;0.7211;0.940824;0.015;2512;
Infinity;Infinity;Infinity;3.940971556475124;5.7971963566104625;4.714774537351835;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2513;
Infinity;Infinity;Infinity;3.8859100559501094;7.4980988639267805;3.847698699598239;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2514;
Infinity;Infinity;Infinity;1.9445107245458706;7.814638903978812;5.543981190195919;BookingSystem (ID: _ZZH7IC6IEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);server2 (ID: _h3wXgC6MEd-Jla2o7wkBzQ);1;2515;
1853.59981737314;7.50266;5.870544224602092E-4;6.255485197571738;4.95812862275084;2.4249043483645236;QuickBooking (ID: __VPcQOtlEd-m3_hR0FtH3Q);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);Server1 (ID: _g7HJEC6MEd-Jla2o7wkBzQ);1;0.789707;0.0;0.0;0.0;2516;
